IP地址,数据中心,地区,城市,网络延迟
104.17.2.213,SJC,北美洲,圣何塞,152 ms
162.159.15.145,SJC,北美洲,圣何塞,152 ms
198.41.199.179,SJC,北美洲,圣何塞,152 ms
104.19.203.250,SJC,北美洲,圣何塞,152 ms
45.94.169.138,SJC,北美洲,圣何塞,152 ms
104.18.79.12,SJC,北美洲,圣何塞,152 ms
104.16.160.237,SJC,北美洲,圣何塞,152 ms
104.17.37.129,SJC,北美洲,圣何塞,152 ms
104.18.244.166,SJC,北美洲,圣何塞,152 ms
104.18.236.181,SJC,北美洲,圣何塞,152 ms
104.18.225.60,SJC,北美洲,圣何塞,152 ms
104.17.184.253,SJC,北美洲,圣何塞,152 ms
1.1.1.195,SJC,北美洲,圣何塞,152 ms
104.17.33.168,SJC,北美洲,圣何塞,152 ms
104.19.210.215,SJC,北美洲,圣何塞,152 ms
1.0.0.231,SJC,北美洲,圣何塞,152 ms
1.0.0.141,SJC,北美洲,圣何塞,152 ms
104.16.156.110,SJC,北美洲,圣何塞,152 ms
185.162.231.32,SJC,北美洲,圣何塞,152 ms
104.18.247.3,SJC,北美洲,圣何塞,152 ms
190.93.245.80,SJC,北美洲,圣何塞,152 ms
104.17.199.238,SJC,北美洲,圣何塞,152 ms
104.17.179.30,SJC,北美洲,圣何塞,152 ms
31.12.75.2,SJC,北美洲,圣何塞,152 ms
199.181.197.211,SJC,北美洲,圣何塞,152 ms
1.0.0.12,SJC,北美洲,圣何塞,152 ms
104.16.247.150,SJC,北美洲,圣何塞,152 ms
104.16.91.38,SJC,北美洲,圣何塞,152 ms
104.19.58.101,SJC,北美洲,圣何塞,152 ms
104.17.88.225,SJC,北美洲,圣何塞,152 ms
172.64.158.211,SJC,北美洲,圣何塞,152 ms
104.16.173.58,SJC,北美洲,圣何塞,152 ms
1.1.1.218,SJC,北美洲,圣何塞,152 ms
172.83.73.161,SJC,北美洲,圣何塞,152 ms
172.64.83.251,SJC,北美洲,圣何塞,152 ms
104.17.46.160,SJC,北美洲,圣何塞,152 ms
104.17.198.194,SJC,北美洲,圣何塞,152 ms
1.0.0.143,SJC,北美洲,圣何塞,152 ms
1.1.1.60,SJC,北美洲,圣何塞,152 ms
194.113.223.142,SJC,北美洲,圣何塞,152 ms
93.114.65.79,SJC,北美洲,圣何塞,152 ms
104.129.165.89,SJC,北美洲,圣何塞,152 ms
104.129.166.142,SJC,北美洲,圣何塞,152 ms
104.16.153.189,SJC,北美洲,圣何塞,152 ms
104.19.148.178,SJC,北美洲,圣何塞,152 ms
198.41.204.237,SJC,北美洲,圣何塞,152 ms
172.66.2.150,SJC,北美洲,圣何塞,152 ms
199.60.103.134,SJC,北美洲,圣何塞,152 ms
104.19.36.145,SJC,北美洲,圣何塞,152 ms
162.159.46.164,SJC,北美洲,圣何塞,152 ms
104.16.29.4,SJC,北美洲,圣何塞,152 ms
104.19.206.53,SJC,北美洲,圣何塞,152 ms
104.129.167.214,SJC,北美洲,圣何塞,152 ms
104.17.95.107,SJC,北美洲,圣何塞,152 ms
1.0.0.205,SJC,北美洲,圣何塞,152 ms
89.116.250.78,SJC,北美洲,圣何塞,152 ms
104.17.213.156,SJC,北美洲,圣何塞,152 ms
104.19.103.170,SJC,北美洲,圣何塞,152 ms
104.16.174.233,SJC,北美洲,圣何塞,152 ms
104.16.158.131,SJC,北美洲,圣何塞,152 ms
66.81.247.50,SJC,北美洲,圣何塞,152 ms
1.0.0.214,SJC,北美洲,圣何塞,152 ms
1.1.1.105,SJC,北美洲,圣何塞,152 ms
104.18.146.213,SJC,北美洲,圣何塞,152 ms
104.18.147.31,SJC,北美洲,圣何塞,152 ms
104.16.193.1,SJC,北美洲,圣何塞,152 ms
104.16.27.222,SJC,北美洲,圣何塞,152 ms
104.19.53.166,SJC,北美洲,圣何塞,152 ms
198.41.208.18,SJC,北美洲,圣何塞,152 ms
104.18.135.109,SJC,北美洲,圣何塞,152 ms
154.197.75.92,SJC,北美洲,圣何塞,152 ms
104.17.226.79,SJC,北美洲,圣何塞,152 ms
92.53.190.3,SJC,北美洲,圣何塞,152 ms
104.16.154.177,SJC,北美洲,圣何塞,152 ms
104.18.197.72,SJC,北美洲,圣何塞,152 ms
1.1.1.63,SJC,北美洲,圣何塞,152 ms
104.239.72.28,SJC,北美洲,圣何塞,152 ms
104.18.235.54,SJC,北美洲,圣何塞,152 ms
104.17.236.76,SJC,北美洲,圣何塞,152 ms
104.17.192.218,SJC,北美洲,圣何塞,152 ms
104.17.183.14,SJC,北美洲,圣何塞,153 ms
1.1.1.71,SJC,北美洲,圣何塞,153 ms
104.17.175.76,SJC,北美洲,圣何塞,153 ms
104.17.223.98,SJC,北美洲,圣何塞,153 ms
1.0.0.252,SJC,北美洲,圣何塞,153 ms
104.18.9.115,SJC,北美洲,圣何塞,153 ms
104.16.147.183,SJC,北美洲,圣何塞,153 ms
104.19.224.252,SJC,北美洲,圣何塞,153 ms
1.0.0.168,SJC,北美洲,圣何塞,153 ms
1.0.0.227,SJC,北美洲,圣何塞,153 ms
104.17.9.193,SJC,北美洲,圣何塞,153 ms
104.17.59.223,SJC,北美洲,圣何塞,153 ms
5.10.247.23,SJC,北美洲,圣何塞,153 ms
5.10.246.18,SJC,北美洲,圣何塞,153 ms
5.10.245.110,SJC,北美洲,圣何塞,153 ms
5.10.244.250,SJC,北美洲,圣何塞,153 ms
1.1.1.37,SJC,北美洲,圣何塞,153 ms
104.16.5.13,SJC,北美洲,圣何塞,153 ms
104.22.28.96,HKG,亚太地区,香港,153 ms
104.18.229.38,SJC,北美洲,圣何塞,153 ms
160.153.0.151,SJC,北美洲,圣何塞,153 ms
104.19.159.246,SJC,北美洲,圣何塞,153 ms
104.19.94.121,SJC,北美洲,圣何塞,153 ms
104.19.118.98,SJC,北美洲,圣何塞,153 ms
173.245.59.145,SJC,北美洲,圣何塞,153 ms
45.149.12.84,SJC,北美洲,圣何塞,153 ms
104.17.15.198,SJC,北美洲,圣何塞,153 ms
103.11.214.134,SJC,北美洲,圣何塞,153 ms
104.16.250.192,SJC,北美洲,圣何塞,153 ms
172.64.151.116,SJC,北美洲,圣何塞,153 ms
104.18.145.93,SJC,北美洲,圣何塞,153 ms
1.1.1.224,SJC,北美洲,圣何塞,153 ms
104.17.104.235,SJC,北美洲,圣何塞,153 ms
1.1.1.28,SJC,北美洲,圣何塞,153 ms
104.16.184.22,SJC,北美洲,圣何塞,153 ms
45.205.0.77,SJC,北美洲,圣何塞,153 ms
1.1.1.249,SJC,北美洲,圣何塞,153 ms
104.17.211.174,SJC,北美洲,圣何塞,153 ms
103.11.212.187,SJC,北美洲,圣何塞,153 ms
162.120.94.36,SJC,北美洲,圣何塞,153 ms
104.18.3.149,SJC,北美洲,圣何塞,153 ms
1.0.0.140,SJC,北美洲,圣何塞,153 ms
104.19.28.115,SJC,北美洲,圣何塞,153 ms
104.17.197.220,SJC,北美洲,圣何塞,153 ms
1.1.1.232,SJC,北美洲,圣何塞,153 ms
104.22.61.215,HKG,亚太地区,香港,153 ms
104.18.166.82,SJC,北美洲,圣何塞,153 ms
104.16.106.68,SJC,北美洲,圣何塞,153 ms
104.17.56.102,SJC,北美洲,圣何塞,153 ms
104.16.86.148,SJC,北美洲,圣何塞,153 ms
104.16.242.21,SJC,北美洲,圣何塞,153 ms
104.16.18.250,SJC,北美洲,圣何塞,153 ms
104.16.240.179,SJC,北美洲,圣何塞,153 ms
1.0.0.126,SJC,北美洲,圣何塞,153 ms
104.16.12.102,SJC,北美洲,圣何塞,153 ms
104.18.232.218,SJC,北美洲,圣何塞,153 ms
104.19.149.22,SJC,北美洲,圣何塞,153 ms
104.16.47.143,HKG,亚太地区,香港,153 ms
104.16.143.18,SJC,北美洲,圣何塞,153 ms
172.64.90.65,SJC,北美洲,圣何塞,153 ms
172.64.97.47,SJC,北美洲,圣何塞,153 ms
104.16.239.124,SJC,北美洲,圣何塞,153 ms
1.1.1.61,SJC,北美洲,圣何塞,153 ms
1.0.0.153,SJC,北美洲,圣何塞,153 ms
104.19.146.89,SJC,北美洲,圣何塞,153 ms
104.19.106.162,SJC,北美洲,圣何塞,153 ms
104.17.92.141,SJC,北美洲,圣何塞,153 ms
104.16.109.144,SJC,北美洲,圣何塞,153 ms
104.19.65.239,SJC,北美洲,圣何塞,153 ms
104.18.76.230,SJC,北美洲,圣何塞,153 ms
104.16.31.176,SJC,北美洲,圣何塞,153 ms
1.0.0.167,SJC,北美洲,圣何塞,153 ms
104.16.182.166,SJC,北美洲,圣何塞,153 ms
1.1.1.245,SJC,北美洲,圣何塞,153 ms
104.19.173.132,SJC,北美洲,圣何塞,153 ms
104.17.112.137,SJC,北美洲,圣何塞,153 ms
104.18.188.18,SJC,北美洲,圣何塞,153 ms
104.19.0.167,SJC,北美洲,圣何塞,153 ms
104.17.22.156,SJC,北美洲,圣何塞,153 ms
104.17.30.4,SJC,北美洲,圣何塞,153 ms
104.18.230.94,SJC,北美洲,圣何塞,153 ms
1.1.1.250,SJC,北美洲,圣何塞,153 ms
185.135.44.126,SJC,北美洲,圣何塞,153 ms
46.254.92.118,SJC,北美洲,圣何塞,153 ms
1.1.1.237,SJC,北美洲,圣何塞,153 ms
104.18.1.101,SJC,北美洲,圣何塞,153 ms
194.152.44.125,SJC,北美洲,圣何塞,153 ms
104.16.84.206,SJC,北美洲,圣何塞,153 ms
104.17.202.189,SJC,北美洲,圣何塞,153 ms
104.17.186.92,SJC,北美洲,圣何塞,153 ms
104.17.163.248,SJC,北美洲,圣何塞,153 ms
104.19.172.251,SJC,北美洲,圣何塞,153 ms
104.17.103.164,SJC,北美洲,圣何塞,153 ms
104.19.88.79,SJC,北美洲,圣何塞,153 ms
104.17.230.229,SJC,北美洲,圣何塞,153 ms
1.1.1.62,SJC,北美洲,圣何塞,153 ms
104.17.165.146,SJC,北美洲,圣何塞,153 ms
104.18.131.137,SJC,北美洲,圣何塞,153 ms
1.1.1.212,SJC,北美洲,圣何塞,153 ms
198.41.219.65,SJC,北美洲,圣何塞,153 ms
190.93.247.73,SJC,北美洲,圣何塞,153 ms
104.17.247.4,SJC,北美洲,圣何塞,153 ms
104.18.171.147,SJC,北美洲,圣何塞,153 ms
185.59.218.185,SJC,北美洲,圣何塞,153 ms
104.16.140.116,SJC,北美洲,圣何塞,153 ms
104.17.178.125,SJC,北美洲,圣何塞,153 ms
1.1.1.207,SJC,北美洲,圣何塞,153 ms
1.1.1.68,SJC,北美洲,圣何塞,153 ms
104.19.135.158,LAX,北美洲,洛杉矶,153 ms
104.16.157.238,SJC,北美洲,圣何塞,153 ms
104.17.209.97,SJC,北美洲,圣何塞,153 ms
104.17.210.103,SJC,北美洲,圣何塞,153 ms
1.1.1.44,SJC,北美洲,圣何塞,153 ms
104.17.162.90,SJC,北美洲,圣何塞,153 ms
198.41.196.178,SJC,北美洲,圣何塞,153 ms
104.16.56.236,SJC,北美洲,圣何塞,153 ms
104.17.31.136,SJC,北美洲,圣何塞,153 ms
104.16.66.126,SJC,北美洲,圣何塞,153 ms
104.19.235.232,SJC,北美洲,圣何塞,153 ms
1.1.1.148,SJC,北美洲,圣何塞,153 ms
1.1.1.35,SJC,北美洲,圣何塞,153 ms
104.18.203.51,SJC,北美洲,圣何塞,153 ms
1.1.1.23,SJC,北美洲,圣何塞,153 ms
154.206.12.68,SJC,北美洲,圣何塞,153 ms
104.18.243.232,SJC,北美洲,圣何塞,153 ms
104.18.237.149,SJC,北美洲,圣何塞,153 ms
45.131.6.218,SJC,北美洲,圣何塞,153 ms
1.1.1.145,SJC,北美洲,圣何塞,153 ms
104.19.180.53,SJC,北美洲,圣何塞,153 ms
104.18.107.84,SJC,北美洲,圣何塞,153 ms
104.18.138.191,SJC,北美洲,圣何塞,153 ms
1.1.1.152,SJC,北美洲,圣何塞,153 ms
104.19.184.105,SJC,北美洲,圣何塞,153 ms
104.19.226.176,SJC,北美洲,圣何塞,153 ms
147.78.140.116,SJC,北美洲,圣何塞,153 ms
1.0.0.187,SJC,北美洲,圣何塞,153 ms
1.0.0.100,SJC,北美洲,圣何塞,153 ms
1.0.0.27,SJC,北美洲,圣何塞,153 ms
172.65.231.132,SJC,北美洲,圣何塞,153 ms
1.0.0.196,SJC,北美洲,圣何塞,153 ms
172.64.85.146,SJC,北美洲,圣何塞,153 ms
104.17.53.40,SJC,北美洲,圣何塞,153 ms
104.19.164.188,SJC,北美洲,圣何塞,153 ms
1.0.0.248,SJC,北美洲,圣何塞,153 ms
104.19.204.115,SJC,北美洲,圣何塞,153 ms
1.1.1.253,SJC,北美洲,圣何塞,153 ms
1.1.1.162,SJC,北美洲,圣何塞,153 ms
1.1.1.149,SJC,北美洲,圣何塞,153 ms
104.16.176.72,SJC,北美洲,圣何塞,153 ms
104.16.235.119,SJC,北美洲,圣何塞,153 ms
104.18.150.250,SJC,北美洲,圣何塞,153 ms
104.17.108.67,SJC,北美洲,圣何塞,153 ms
104.17.111.46,SJC,北美洲,圣何塞,153 ms
104.19.199.217,SJC,北美洲,圣何塞,154 ms
156.229.48.74,SJC,北美洲,圣何塞,154 ms
104.19.145.188,SJC,北美洲,圣何塞,154 ms
104.17.102.252,SJC,北美洲,圣何塞,154 ms
185.162.228.17,SJC,北美洲,圣何塞,154 ms
1.1.1.49,SJC,北美洲,圣何塞,154 ms
104.18.12.108,SJC,北美洲,圣何塞,154 ms
104.19.48.225,SJC,北美洲,圣何塞,154 ms
104.17.61.48,SJC,北美洲,圣何塞,154 ms
1.0.0.165,SJC,北美洲,圣何塞,154 ms
1.0.0.200,SJC,北美洲,圣何塞,154 ms
1.0.0.199,SJC,北美洲,圣何塞,154 ms
154.85.99.53,SJC,北美洲,圣何塞,154 ms
162.159.23.40,SJC,北美洲,圣何塞,154 ms
104.17.182.163,SJC,北美洲,圣何塞,154 ms
104.17.134.20,HKG,亚太地区,香港,154 ms
104.19.67.99,SJC,北美洲,圣何塞,154 ms
1.1.1.178,SJC,北美洲,圣何塞,154 ms
104.19.160.249,SJC,北美洲,圣何塞,154 ms
104.18.242.50,SJC,北美洲,圣何塞,154 ms
1.1.1.104,SJC,北美洲,圣何塞,154 ms
198.41.218.123,SJC,北美洲,圣何塞,154 ms
1.1.1.225,SJC,北美洲,圣何塞,154 ms
104.16.16.90,SJC,北美洲,圣何塞,154 ms
1.1.1.243,SJC,北美洲,圣何塞,154 ms
104.18.151.1,SJC,北美洲,圣何塞,154 ms
1.1.1.114,SJC,北美洲,圣何塞,154 ms
104.16.142.200,SJC,北美洲,圣何塞,154 ms
198.41.214.52,SJC,北美洲,圣何塞,154 ms
104.16.0.66,SJC,北美洲,圣何塞,154 ms
104.16.4.136,SJC,北美洲,圣何塞,154 ms
185.148.105.240,SJC,北美洲,圣何塞,154 ms
104.17.16.167,SJC,北美洲,圣何塞,154 ms
104.16.6.50,SJC,北美洲,圣何塞,154 ms
104.16.10.145,SJC,北美洲,圣何塞,154 ms
1.1.1.4,SJC,北美洲,圣何塞,154 ms
104.19.241.233,LAX,北美洲,洛杉矶,154 ms
104.17.193.112,SJC,北美洲,圣何塞,154 ms
1.1.1.235,SJC,北美洲,圣何塞,154 ms
1.1.1.144,SJC,北美洲,圣何塞,154 ms
172.67.24.10,HKG,亚太地区,香港,154 ms
1.1.1.60,SJC,北美洲,圣何塞,154 ms
1.0.0.197,SJC,北美洲,圣何塞,154 ms
104.18.57.96,SJC,北美洲,圣何塞,154 ms
104.16.202.134,SJC,北美洲,圣何塞,154 ms
198.41.192.225,SJC,北美洲,圣何塞,154 ms
93.114.64.211,SJC,北美洲,圣何塞,154 ms
1.1.1.60,SJC,北美洲,圣何塞,154 ms
172.64.234.245,SJC,北美洲,圣何塞,154 ms
198.41.215.252,SJC,北美洲,圣何塞,154 ms
104.16.189.199,SJC,北美洲,圣何塞,154 ms
104.17.51.185,SJC,北美洲,圣何塞,154 ms
104.19.155.206,SJC,北美洲,圣何塞,154 ms
104.19.197.143,SJC,北美洲,圣何塞,154 ms
1.1.1.5,SJC,北美洲,圣何塞,154 ms
194.36.55.52,SJC,北美洲,圣何塞,154 ms
104.17.7.175,SJC,北美洲,圣何塞,154 ms
198.41.197.177,SJC,北美洲,圣何塞,154 ms
172.66.40.180,SJC,北美洲,圣何塞,154 ms
45.131.5.36,SJC,北美洲,圣何塞,154 ms
162.159.19.81,SJC,北美洲,圣何塞,154 ms
172.64.41.115,SJC,北美洲,圣何塞,154 ms
1.1.1.64,SJC,北美洲,圣何塞,154 ms
92.243.74.191,SJC,北美洲,圣何塞,154 ms
104.17.32.150,SJC,北美洲,圣何塞,154 ms
162.159.27.245,SJC,北美洲,圣何塞,154 ms
104.16.76.4,SJC,北美洲,圣何塞,154 ms
1.0.0.227,SJC,北美洲,圣何塞,154 ms
172.64.161.202,SJC,北美洲,圣何塞,154 ms
104.18.68.122,SJC,北美洲,圣何塞,154 ms
1.1.1.90,SJC,北美洲,圣何塞,154 ms
1.1.1.71,SJC,北美洲,圣何塞,154 ms
1.1.1.46,SJC,北美洲,圣何塞,154 ms
104.16.98.66,SJC,北美洲,圣何塞,154 ms
104.17.224.254,SJC,北美洲,圣何塞,154 ms
1.1.1.178,SJC,北美洲,圣何塞,154 ms
1.1.1.56,SJC,北美洲,圣何塞,154 ms
91.193.59.87,SJC,北美洲,圣何塞,154 ms
104.18.97.61,SJC,北美洲,圣何塞,154 ms
104.21.234.163,LAX,北美洲,洛杉矶,154 ms
172.64.82.181,SJC,北美洲,圣何塞,154 ms
104.17.20.196,SJC,北美洲,圣何塞,154 ms
108.165.216.169,SJC,北美洲,圣何塞,154 ms
104.17.64.235,HKG,亚太地区,香港,154 ms
1.0.0.22,SJC,北美洲,圣何塞,154 ms
1.0.0.39,SJC,北美洲,圣何塞,154 ms
104.18.83.42,SJC,北美洲,圣何塞,154 ms
154.197.80.113,SJC,北美洲,圣何塞,154 ms
104.17.117.37,SJC,北美洲,圣何塞,154 ms
104.18.201.66,SJC,北美洲,圣何塞,154 ms
1.0.0.142,SJC,北美洲,圣何塞,154 ms
104.19.201.75,SJC,北美洲,圣何塞,154 ms
172.64.145.232,SJC,北美洲,圣何塞,154 ms
104.18.189.6,SJC,北美洲,圣何塞,154 ms
162.159.0.239,SJC,北美洲,圣何塞,154 ms
46.254.93.191,SJC,北美洲,圣何塞,154 ms
104.19.122.190,SJC,北美洲,圣何塞,154 ms
198.41.201.92,SJC,北美洲,圣何塞,154 ms
104.17.166.162,SJC,北美洲,圣何塞,154 ms
1.0.0.59,SJC,北美洲,圣何塞,154 ms
104.19.207.6,SJC,北美洲,圣何塞,154 ms
104.19.101.116,SJC,北美洲,圣何塞,154 ms
45.80.110.106,SJC,北美洲,圣何塞,154 ms
1.1.1.241,SJC,北美洲,圣何塞,154 ms
104.18.212.177,SJC,北美洲,圣何塞,154 ms
172.64.140.165,SJC,北美洲,圣何塞,154 ms
172.64.32.78,SJC,北美洲,圣何塞,154 ms
108.162.195.158,SJC,北美洲,圣何塞,154 ms
104.16.25.218,SJC,北美洲,圣何塞,154 ms
1.0.0.214,SJC,北美洲,圣何塞,154 ms
104.19.175.132,SJC,北美洲,圣何塞,154 ms
104.16.198.217,SJC,北美洲,圣何塞,154 ms
172.64.87.229,SJC,北美洲,圣何塞,154 ms
104.18.5.242,SJC,北美洲,圣何塞,154 ms
104.16.187.143,SJC,北美洲,圣何塞,154 ms
1.1.1.2,SJC,北美洲,圣何塞,154 ms
1.1.1.224,SJC,北美洲,圣何塞,154 ms
104.17.150.192,SJC,北美洲,圣何塞,154 ms
104.19.243.240,LAX,北美洲,洛杉矶,154 ms
104.19.63.137,SJC,北美洲,圣何塞,154 ms
104.16.78.210,SJC,北美洲,圣何塞,154 ms
1.1.1.155,SJC,北美洲,圣何塞,154 ms
1.1.1.20,SJC,北美洲,圣何塞,154 ms
185.148.107.244,SJC,北美洲,圣何塞,154 ms
104.17.207.180,SJC,北美洲,圣何塞,154 ms
104.17.19.217,SJC,北美洲,圣何塞,154 ms
141.11.203.189,SJC,北美洲,圣何塞,154 ms
1.0.0.230,SJC,北美洲,圣何塞,154 ms
172.67.35.151,HKG,亚太地区,香港,154 ms
104.17.177.237,SJC,北美洲,圣何塞,154 ms
104.18.65.168,SJC,北美洲,圣何塞,154 ms
104.18.10.216,SJC,北美洲,圣何塞,154 ms
94.242.230.225,SJC,北美洲,圣何塞,154 ms
104.19.93.99,SJC,北美洲,圣何塞,154 ms
1.1.1.32,SJC,北美洲,圣何塞,155 ms
1.1.1.146,SJC,北美洲,圣何塞,155 ms
172.65.236.227,CDG,欧洲,巴黎,155 ms
104.16.128.36,SJC,北美洲,圣何塞,155 ms
192.133.11.32,SJC,北美洲,圣何塞,155 ms
1.0.0.31,SJC,北美洲,圣何塞,155 ms
1.0.0.241,SJC,北美洲,圣何塞,155 ms
1.0.0.214,SJC,北美洲,圣何塞,155 ms
1.1.1.168,SJC,北美洲,圣何塞,155 ms
104.18.234.200,SJC,北美洲,圣何塞,155 ms
172.64.88.199,SJC,北美洲,圣何塞,155 ms
213.241.198.245,SJC,北美洲,圣何塞,155 ms
104.18.22.202,HKG,亚太地区,香港,155 ms
104.17.113.228,SJC,北美洲,圣何塞,155 ms
154.83.2.125,SJC,北美洲,圣何塞,155 ms
104.16.246.143,SJC,北美洲,圣何塞,155 ms
1.0.0.229,SJC,北美洲,圣何塞,155 ms
193.9.49.6,SJC,北美洲,圣何塞,155 ms
104.36.195.55,SJC,北美洲,圣何塞,155 ms
104.16.95.190,SJC,北美洲,圣何塞,155 ms
104.17.28.149,SJC,北美洲,圣何塞,155 ms
104.16.20.55,SJC,北美洲,圣何塞,155 ms
104.16.172.105,SJC,北美洲,圣何塞,155 ms
104.19.81.53,SJC,北美洲,圣何塞,155 ms
104.19.220.175,SJC,北美洲,圣何塞,155 ms
62.72.166.216,SJC,北美洲,圣何塞,155 ms
1.1.1.110,SJC,北美洲,圣何塞,155 ms
104.16.99.190,SJC,北美洲,圣何塞,155 ms
104.19.77.106,SJC,北美洲,圣何塞,155 ms
104.16.65.113,SJC,北美洲,圣何塞,155 ms
104.18.117.229,LAX,北美洲,洛杉矶,155 ms
1.1.1.105,SJC,北美洲,圣何塞,155 ms
104.17.243.145,SJC,北美洲,圣何塞,155 ms
1.0.0.242,SJC,北美洲,圣何塞,155 ms
167.68.42.232,SJC,北美洲,圣何塞,155 ms
1.1.1.98,SJC,北美洲,圣何塞,155 ms
162.159.20.122,SJC,北美洲,圣何塞,155 ms
1.1.1.118,SJC,北美洲,圣何塞,155 ms
104.22.55.158,HKG,亚太地区,香港,155 ms
104.16.102.139,SJC,北美洲,圣何塞,155 ms
172.64.201.75,SJC,北美洲,圣何塞,155 ms
104.17.169.144,SJC,北美洲,圣何塞,155 ms
1.0.0.86,SJC,北美洲,圣何塞,155 ms
172.64.148.19,SJC,北美洲,圣何塞,155 ms
216.116.134.190,SJC,北美洲,圣何塞,155 ms
198.41.216.18,SJC,北美洲,圣何塞,155 ms
104.17.189.67,SJC,北美洲,圣何塞,155 ms
104.16.159.121,SJC,北美洲,圣何塞,155 ms
104.17.152.77,SJC,北美洲,圣何塞,155 ms
104.19.85.10,SJC,北美洲,圣何塞,155 ms
198.41.221.193,SJC,北美洲,圣何塞,155 ms
108.162.193.189,SJC,北美洲,圣何塞,155 ms
162.159.8.232,SJC,北美洲,圣何塞,155 ms
104.17.44.109,SJC,北美洲,圣何塞,155 ms
104.18.100.74,SJC,北美洲,圣何塞,155 ms
104.19.178.75,SJC,北美洲,圣何塞,155 ms
188.164.248.223,SJC,北美洲,圣何塞,155 ms
104.17.118.245,SJC,北美洲,圣何塞,155 ms
1.0.0.202,SJC,北美洲,圣何塞,155 ms
1.1.1.240,SJC,北美洲,圣何塞,155 ms
162.159.16.62,SJC,北美洲,圣何塞,155 ms
104.17.57.16,SJC,北美洲,圣何塞,155 ms
1.1.1.123,SJC,北美洲,圣何塞,155 ms
104.19.126.62,SJC,北美洲,圣何塞,155 ms
176.126.206.158,SJC,北美洲,圣何塞,155 ms
104.17.204.76,SJC,北美洲,圣何塞,155 ms
1.1.1.53,SJC,北美洲,圣何塞,155 ms
104.17.26.225,SJC,北美洲,圣何塞,155 ms
77.75.199.102,SJC,北美洲,圣何塞,155 ms
104.21.231.7,LAX,北美洲,洛杉矶,155 ms
104.18.87.224,SJC,北美洲,圣何塞,155 ms
104.16.30.253,SJC,北美洲,圣何塞,155 ms
104.16.34.23,HKG,亚太地区,香港,155 ms
172.64.91.236,SJC,北美洲,圣何塞,155 ms
1.1.1.149,SJC,北美洲,圣何塞,155 ms
104.22.53.236,HKG,亚太地区,香港,155 ms
104.17.159.14,SJC,北美洲,圣何塞,155 ms
104.17.240.20,SJC,北美洲,圣何塞,155 ms
104.19.165.151,SJC,北美洲,圣何塞,155 ms
104.17.255.223,SJC,北美洲,圣何塞,155 ms
1.0.0.4,SJC,北美洲,圣何塞,155 ms
1.0.0.99,SJC,北美洲,圣何塞,155 ms
1.0.0.13,SJC,北美洲,圣何塞,155 ms
1.1.1.20,SJC,北美洲,圣何塞,155 ms
104.18.78.202,SJC,北美洲,圣何塞,155 ms
1.1.1.230,SJC,北美洲,圣何塞,155 ms
1.1.1.236,SJC,北美洲,圣何塞,155 ms
162.159.206.63,SJC,北美洲,圣何塞,155 ms
45.131.7.223,SJC,北美洲,圣何塞,155 ms
104.19.213.133,SJC,北美洲,圣何塞,155 ms
104.19.96.75,SJC,北美洲,圣何塞,155 ms
45.131.209.130,SJC,北美洲,圣何塞,155 ms
104.18.7.255,SJC,北美洲,圣何塞,155 ms
176.126.207.182,SJC,北美洲,圣何塞,155 ms
1.0.0.75,SJC,北美洲,圣何塞,155 ms
1.0.0.135,SJC,北美洲,圣何塞,155 ms
1.0.0.17,SJC,北美洲,圣何塞,155 ms
1.0.0.67,SJC,北美洲,圣何塞,155 ms
104.19.152.125,SJC,北美洲,圣何塞,155 ms
104.19.228.79,SJC,北美洲,圣何塞,155 ms
104.19.231.133,SJC,北美洲,圣何塞,155 ms
198.41.209.196,SJC,北美洲,圣何塞,155 ms
104.19.41.85,SJC,北美洲,圣何塞,155 ms
104.18.211.129,SJC,北美洲,圣何塞,155 ms
104.17.14.169,SJC,北美洲,圣何塞,155 ms
104.17.222.35,SJC,北美洲,圣何塞,155 ms
108.162.198.64,SJC,北美洲,圣何塞,155 ms
162.159.251.99,LAX,北美洲,洛杉矶,155 ms
1.1.1.181,SJC,北美洲,圣何塞,155 ms
104.19.51.120,SJC,北美洲,圣何塞,155 ms
172.64.38.156,SJC,北美洲,圣何塞,155 ms
104.17.49.174,SJC,北美洲,圣何塞,155 ms
104.16.2.129,SJC,北美洲,圣何塞,155 ms
162.159.249.10,LAX,北美洲,洛杉矶,155 ms
1.1.1.77,SJC,北美洲,圣何塞,155 ms
14.102.229.178,SJC,北美洲,圣何塞,155 ms
1.1.1.234,SJC,北美洲,圣何塞,155 ms
1.1.1.109,SJC,北美洲,圣何塞,155 ms
104.16.139.48,SJC,北美洲,圣何塞,155 ms
104.16.124.123,LAX,北美洲,洛杉矶,155 ms
104.17.125.123,SJC,北美洲,圣何塞,155 ms
104.21.230.155,LAX,北美洲,洛杉矶,155 ms
104.18.74.161,SJC,北美洲,圣何塞,155 ms
104.18.120.126,LAX,北美洲,洛杉矶,155 ms
104.19.54.208,SJC,北美洲,圣何塞,155 ms
104.19.86.62,SJC,北美洲,圣何塞,155 ms
104.16.206.209,SJC,北美洲,圣何塞,155 ms
104.17.106.140,SJC,北美洲,圣何塞,155 ms
104.19.140.123,LAX,北美洲,洛杉矶,155 ms
1.1.1.155,SJC,北美洲,圣何塞,155 ms
104.17.89.4,SJC,北美洲,圣何塞,155 ms
5.226.179.163,SJC,北美洲,圣何塞,155 ms
